Agent_ID,Product_Category,Commission_Percentage
Agent_42251,Home & Furniture,4.21
Agent_1363555,Fashion,74.25
Agent_348138,Auto & Accessories,32.52
Agent_1251320,Fashion,84.08
Agent_1076854,Home & Furniture,92.19
Agent_1566555,Auto & Accessories,19.54
Agent_169872,Fashion,22.00
Agent_910532,Home & Furniture,15.69
Agent_1182035,Home & Furniture,95.63
Agent_858681,Home & Furniture,29.91
Agent_1883165,Home & Furniture,90.62
Agent_83788,Electronics,46.23
Agent_1747116,Fashion,21.05
Agent_2160700,Fashion,61.57
Agent_2076188,Electronics,62.09
Agent_1751027,Fashion,14.26
Agent_1988806,Auto & Accessories,80.36
Agent_1688806,Electronics,20.06
Agent_304470,Home & Furniture,51.57
Agent_679205,Auto & Accessories,11.20
Agent_640990,Auto & Accessories,57.40
Agent_1043762,Home & Furniture,49.74
Agent_2142680,Fashion,25.05
Agent_80162,Fashion,49.16
Agent_703348,Electronics,59.58
Agent_204088,Auto & Accessories,43.42
Agent_872412,Auto & Accessories,54.30
Agent_167957,Fashion,74.71
Agent_1859646,Home & Furniture,70.72
Agent_691088,Fashion,53.06
Agent_394292,Auto & Accessories,78.79
Agent_521360,Electronics,14.20
Agent_646604,Fashion,49.21
Agent_1786651,Electronics,24.30
Agent_274620,Auto & Accessories,31.55
Agent_2090293,Home & Furniture,98.05
Agent_2208631,Home & Furniture,33.91
Agent_1070599,Auto & Accessories,81.19
Agent_326503,Electronics,42.12
Agent_1486611,Auto & Accessories,2.39
Agent_1818866,Fashion,46.19
Agent_632560,Auto & Accessories,45.63
Agent_1187254,Fashion,57.38
Agent_1447335,Electronics,41.16
Agent_231531,Electronics,13.04
Agent_610764,Fashion,14.66
Agent_583342,Electronics,36.58
Agent_1607497,Home & Furniture,57.94
Agent_1158559,Fashion,25.08
Agent_2374015,Fashion,29.67
Agent_2191251,Electronics,49.18
Agent_1112075,Home & Furniture,34.43
Agent_1201925,Home & Furniture,81.45
Agent_644648,Home & Furniture,33.17
Agent_1319812,Fashion,8.93
Agent_339357,Fashion,70.91
Agent_1645163,Home & Furniture,75.90
Agent_527009,Auto & Accessories,50.96
Agent_1859143,Fashion,74.62
Agent_1375678,Fashion,2.23
Agent_1302325,Electronics,68.50
Agent_1111154,Home & Furniture,37.87
Agent_2348956,Fashion,73.55
Agent_347396,Home & Furniture,90.66
Agent_239791,Home & Furniture,40.36
Agent_2092154,Fashion,36.99
Agent_370382,Electronics,71.36
Agent_1314323,Home & Furniture,54.96
Agent_1124392,Fashion,79.15
Agent_17545,Fashion,89.31
Agent_1886446,Fashion,90.69
Agent_901534,Home & Furniture,87.40
Agent_1796221,Electronics,7.37
Agent_1564094,Home & Furniture,48.06
Agent_553365,Home & Furniture,45.58
Agent_223161,Electronics,13.06
Agent_1091275,Electronics,17.11
Agent_571196,Fashion,75.94
Agent_601037,Auto & Accessories,90.33
Agent_461304,Fashion,48.34
Agent_627591,Home & Furniture,31.61
Agent_1534261,Fashion,91.72
Agent_1639974,Auto & Accessories,48.67
Agent_1513362,Home & Furniture,11.78
Agent_2248310,Fashion,87.85
Agent_1499098,Auto & Accessories,75.24
Agent_656350,Fashion,56.03
Agent_1647443,Electronics,37.38
Agent_1492733,Home & Furniture,36.29
Agent_1693181,Auto & Accessories,69.03
Agent_2022239,Electronics,81.54
Agent_37020,Home & Furniture,49.25
Agent_1408189,Auto & Accessories,34.40
Agent_1403339,Auto & Accessories,95.84
Agent_1045138,Fashion,16.98
Agent_54327,Fashion,93.73
Agent_333655,Electronics,65.42
Agent_1545314,Fashion,21.03
Agent_182837,Electronics,97.70
Agent_1369804,Electronics,35.27
Agent_2072127,Fashion,78.24
Agent_1070549,Home & Furniture,45.21
Agent_341374,Fashion,52.05
Agent_1971822,Home & Furniture,5.36
Agent_1625012,Home & Furniture,74.70
Agent_475424,Electronics,38.72
Agent_1003435,Fashion,79.77
Agent_595914,Home & Furniture,54.97
Agent_376650,Electronics,75.87
Agent_1049041,Electronics,67.34
Agent_986247,Auto & Accessories,74.75
Agent_2019368,Auto & Accessories,76.34
Agent_2107758,Home & Furniture,95.23
Agent_2135225,Auto & Accessories,56.32
Agent_1959448,Auto & Accessories,80.35
Agent_1290464,Electronics,40.37
Agent_1417303,Electronics,82.20
Agent_248555,Electronics,11.62
Agent_2184913,Electronics,33.21
Agent_2041651,Fashion,60.49
Agent_47627,Home & Furniture,55.38
Agent_982988,Electronics,72.35
Agent_993521,Home & Furniture,72.33
Agent_1755029,Home & Furniture,86.37
Agent_532659,Electronics,1.24
Agent_2335050,Auto & Accessories,83.78
Agent_679299,Auto & Accessories,91.32
Agent_2370059,Home & Furniture,86.02
Agent_1380003,Auto & Accessories,47.36
Agent_1672380,Home & Furniture,35.92
Agent_550026,Fashion,44.19
Agent_853798,Fashion,83.31
Agent_1188143,Electronics,6.79
Agent_225769,Auto & Accessories,29.50
Agent_1512117,Auto & Accessories,27.86
Agent_209448,Home & Furniture,36.84
Agent_1670447,Fashion,20.21
Agent_181625,Home & Furniture,87.97
Agent_2343472,Fashion,15.08
Agent_1965307,Electronics,71.55
Agent_321874,Fashion,44.86
Agent_1050299,Auto & Accessories,77.03
Agent_296541,Electronics,92.61
Agent_2025525,Fashion,48.53
Agent_2127493,Home & Furniture,98.26
Agent_520393,Fashion,48.27
Agent_137508,Auto & Accessories,32.48
Agent_563058,Home & Furniture,73.71
Agent_1825410,Fashion,27.12
Agent_1807941,Electronics,56.40
Agent_414119,Fashion,66.55
Agent_1401019,Fashion,94.35
Agent_476813,Fashion,65.58
Agent_1111448,Electronics,69.42
Agent_2257877,Auto & Accessories,37.84
Agent_69801,Fashion,10.89
Agent_904612,Home & Furniture,40.05
Agent_1736370,Electronics,6.90
Agent_1763233,Auto & Accessories,10.73
Agent_30113,Electronics,99.22
Agent_1448424,Electronics,32.91
Agent_35873,Auto & Accessories,24.89
Agent_617411,Fashion,63.74
Agent_940919,Fashion,21.20
Agent_883697,Fashion,20.97
Agent_2216152,Auto & Accessories,92.59
Agent_2110779,Fashion,8.79
Agent_484630,Auto & Accessories,63.63
Agent_234460,Fashion,73.47
Agent_330960,Fashion,61.70
Agent_166551,Auto & Accessories,99.28
Agent_2276373,Fashion,2.54
Agent_1479436,Fashion,99.40
Agent_998669,Fashion,97.65
Agent_1099477,Electronics,96.10
Agent_1912788,Fashion,27.17
Agent_1911991,Fashion,54.98
Agent_699453,Home & Furniture,4.07
Agent_495648,Home & Furniture,31.66
Agent_1267681,Auto & Accessories,19.70
Agent_1105924,Auto & Accessories,91.18
Agent_515742,Auto & Accessories,82.51
Agent_136171,Fashion,38.98
Agent_754083,Electronics,28.30
Agent_1488901,Electronics,31.09
Agent_399287,Home & Furniture,99.49
Agent_1400326,Electronics,87.62
Agent_1414551,Fashion,24.68
Agent_1680385,Home & Furniture,59.68
Agent_2192237,Fashion,85.26
Agent_800315,Auto & Accessories,78.91
Agent_1373370,Auto & Accessories,82.04
Agent_873447,Electronics,99.28
Agent_688338,Auto & Accessories,42.28
Agent_778773,Home & Furniture,26.77
Agent_987907,Auto & Accessories,92.53
Agent_179793,Auto & Accessories,35.63
Agent_1283603,Home & Furniture,63.15
Agent_1600857,Auto & Accessories,3.59
Agent_1532334,Fashion,32.90
Agent_1798157,Home & Furniture,56.48
Agent_1231718,Fashion,54.04
Agent_2012787,Fashion,28.48
Agent_1676961,Fashion,88.12
Agent_2036981,Fashion,56.00
Agent_1744705,Home & Furniture,98.97
Agent_1096405,Auto & Accessories,48.22
Agent_574329,Fashion,47.38
Agent_403354,Auto & Accessories,4.08
Agent_2229308,Fashion,83.96
Agent_666785,Electronics,69.78
Agent_1972641,Electronics,16.54
Agent_2095279,Fashion,81.11
Agent_2384990,Auto & Accessories,97.62
Agent_1495466,Auto & Accessories,51.74
Agent_2057726,Fashion,6.43
Agent_1772795,Auto & Accessories,17.35
Agent_2197428,Home & Furniture,14.85
Agent_1407129,Auto & Accessories,2.95
Agent_1547116,Electronics,34.06
Agent_862712,Fashion,23.23
Agent_1409041,Electronics,72.84
Agent_1773930,Home & Furniture,69.02
Agent_1838999,Home & Furniture,61.66
Agent_379665,Auto & Accessories,90.61
Agent_70340,Home & Furniture,55.51
Agent_1333266,Fashion,64.02
Agent_1827263,Home & Furniture,53.62
Agent_2388769,Electronics,92.00
Agent_1362783,Home & Furniture,6.04
Agent_1651904,Fashion,27.34
Agent_1986671,Electronics,24.80
Agent_1280171,Electronics,50.86
Agent_153944,Auto & Accessories,4.85
Agent_1085495,Electronics,1.39
Agent_256338,Home & Furniture,40.10
Agent_1467334,Auto & Accessories,15.12
Agent_1605479,Fashion,77.33
Agent_684968,Home & Furniture,46.50
Agent_723666,Auto & Accessories,6.76
Agent_1184730,Fashion,87.16
Agent_575988,Electronics,42.32
Agent_1858818,Electronics,62.46
Agent_2264038,Electronics,15.13
Agent_2203590,Home & Furniture,43.84
Agent_1610759,Home & Furniture,75.48
Agent_319264,Electronics,76.29
Agent_1616911,Fashion,56.64
Agent_1358644,Auto & Accessories,90.85
Agent_2010451,Auto & Accessories,94.32
Agent_1585413,Home & Furniture,53.65
Agent_1907713,Auto & Accessories,87.40
Agent_471035,Fashion,66.74
Agent_1818480,Fashion,61.34
Agent_157027,Auto & Accessories,71.67
Agent_2123568,Home & Furniture,37.91
Agent_1390556,Fashion,23.90
Agent_1762120,Home & Furniture,89.42
Agent_1390050,Fashion,75.57
Agent_1620025,Fashion,6.77
Agent_1466765,Electronics,68.92
Agent_1467318,Electronics,65.74
Agent_505670,Electronics,5.47
Agent_1770468,Auto & Accessories,74.05
Agent_698161,Auto & Accessories,60.76
Agent_1455049,Fashion,60.42
Agent_729913,Home & Furniture,79.06
Agent_1891877,Electronics,81.49
Agent_95211,Electronics,36.41
Agent_372913,Fashion,4.86
Agent_1132722,Auto & Accessories,97.35
Agent_1297514,Home & Furniture,24.45
Agent_1218595,Auto & Accessories,66.30
Agent_428527,Electronics,83.66
Agent_1626416,Home & Furniture,34.73
Agent_985802,Electronics,13.74
Agent_1613017,Electronics,4.10
Agent_1218248,Home & Furniture,28.97
Agent_1810461,Fashion,23.09
Agent_1846137,Electronics,46.39
Agent_1149018,Home & Furniture,47.20
Agent_667027,Auto & Accessories,31.15
Agent_1609832,Fashion,30.38
Agent_90958,Electronics,82.98
Agent_468934,Fashion,71.63
Agent_941253,Home & Furniture,26.33
Agent_737887,Home & Furniture,49.19
Agent_923826,Home & Furniture,54.77
Agent_1699426,Auto & Accessories,46.26
Agent_874046,Home & Furniture,62.48
Agent_953271,Electronics,18.49
Agent_1355556,Auto & Accessories,46.41
Agent_861554,Home & Furniture,42.60
Agent_2000048,Auto & Accessories,82.87
Agent_223014,Home & Furniture,26.32
Agent_1110325,Home & Furniture,46.56
Agent_1918359,Home & Furniture,22.62
Agent_414779,Electronics,41.65
Agent_2369670,Auto & Accessories,22.35
Agent_2008870,Fashion,94.17
Agent_2033545,Electronics,68.22
Agent_629455,Home & Furniture,96.38
Agent_1419451,Auto & Accessories,54.90
Agent_1595407,Fashion,6.66
Agent_1708474,Auto & Accessories,73.15
Agent_2126294,Home & Furniture,16.35
Agent_1416472,Home & Furniture,67.75
Agent_2311259,Electronics,59.46
Agent_267156,Home & Furniture,64.11
Agent_2290508,Fashion,31.57
Agent_1515585,Fashion,10.61
Agent_401754,Auto & Accessories,48.24
Agent_1187682,Fashion,85.15
Agent_1907183,Home & Furniture,47.68
Agent_1992524,Auto & Accessories,23.45
Agent_20142,Electronics,42.20
Agent_1417749,Auto & Accessories,68.53
Agent_780502,Home & Furniture,83.78
Agent_1664732,Auto & Accessories,2.40
Agent_1173492,Fashion,10.67
Agent_1775444,Electronics,28.59
Agent_1398321,Home & Furniture,42.00
Agent_2263983,Fashion,56.68
Agent_1009563,Auto & Accessories,86.56
Agent_362696,Fashion,70.20
Agent_1716162,Home & Furniture,90.31
Agent_1214514,Fashion,77.32
Agent_1747575,Home & Furniture,94.73
Agent_1089143,Auto & Accessories,55.46
Agent_2331524,Fashion,42.74
Agent_1208767,Auto & Accessories,41.62
Agent_47829,Electronics,14.99
Agent_1583373,Home & Furniture,62.93
Agent_48755,Home & Furniture,70.40
Agent_570916,Auto & Accessories,58.22
Agent_1681331,Electronics,63.83
Agent_829755,Fashion,15.51
Agent_130530,Home & Furniture,17.65
Agent_552248,Fashion,69.18
Agent_83325,Home & Furniture,19.00
Agent_1290491,Electronics,3.91
Agent_850962,Electronics,95.49
Agent_288136,Electronics,77.89
Agent_620745,Home & Furniture,60.19
Agent_876589,Home & Furniture,57.67
Agent_1818008,Home & Furniture,82.62
Agent_1041633,Home & Furniture,77.00
Agent_856040,Fashion,77.16
Agent_558649,Home & Furniture,72.01
Agent_1749676,Fashion,26.33
Agent_1087632,Home & Furniture,81.46
Agent_1016199,Auto & Accessories,29.71
Agent_1142808,Home & Furniture,56.98
Agent_279275,Electronics,19.60
Agent_2091279,Fashion,96.57
Agent_1497480,Fashion,39.29
Agent_1570550,Home & Furniture,84.77
Agent_44306,Home & Furniture,76.24
Agent_2219217,Fashion,48.13
Agent_1949912,Electronics,72.67
Agent_921879,Home & Furniture,21.84
Agent_1551749,Fashion,59.52
Agent_2039237,Auto & Accessories,98.13
Agent_1579015,Electronics,92.91
Agent_2371185,Auto & Accessories,33.13
Agent_1212636,Electronics,40.95
Agent_383186,Auto & Accessories,84.97
Agent_1572084,Electronics,43.81
Agent_889191,Auto & Accessories,38.87
Agent_2172239,Auto & Accessories,84.04
Agent_2061338,Home & Furniture,78.31
Agent_1369302,Fashion,34.13
Agent_2153354,Electronics,88.81
Agent_1629967,Electronics,90.23
Agent_502225,Electronics,95.78
Agent_2389072,Electronics,46.50
Agent_758119,Home & Furniture,17.22
Agent_1546778,Electronics,65.16
Agent_1026867,Home & Furniture,92.20
Agent_1607156,Electronics,97.80
Agent_697365,Auto & Accessories,48.98
Agent_1390919,Home & Furniture,15.00
Agent_192497,Auto & Accessories,99.05
Agent_2261486,Fashion,13.38
Agent_1619921,Auto & Accessories,17.41
Agent_127971,Fashion,70.00
Agent_1759537,Auto & Accessories,73.62
Agent_2153798,Home & Furniture,11.83
Agent_238315,Auto & Accessories,68.39
Agent_942281,Home & Furniture,80.39
Agent_1512937,Home & Furniture,20.15
Agent_2228790,Auto & Accessories,70.74
Agent_1604974,Auto & Accessories,36.45
Agent_258089,Auto & Accessories,9.67
Agent_343506,Home & Furniture,13.01
Agent_1100151,Home & Furniture,33.52
Agent_2342734,Auto & Accessories,7.43
Agent_2051391,Fashion,35.50
Agent_695210,Electronics,49.38
Agent_602302,Auto & Accessories,3.32
Agent_2372177,Auto & Accessories,78.33
Agent_111736,Home & Furniture,29.42
Agent_1458805,Home & Furniture,5.01
Agent_2038800,Fashion,79.48
Agent_812563,Fashion,63.02
Agent_2079751,Auto & Accessories,27.64
Agent_914941,Fashion,97.08
Agent_1802302,Fashion,35.26
Agent_2146954,Fashion,65.07
Agent_1613262,Fashion,52.87
Agent_2095290,Fashion,72.71
Agent_1083570,Fashion,61.46
Agent_420625,Electronics,74.76
Agent_534104,Fashion,55.26
Agent_737648,Electronics,49.14
Agent_456991,Home & Furniture,15.12
Agent_483869,Auto & Accessories,80.96
Agent_1310334,Auto & Accessories,8.33
Agent_1669864,Auto & Accessories,43.39
Agent_1623487,Auto & Accessories,69.57
Agent_201726,Home & Furniture,24.50
Agent_1520235,Fashion,65.01
Agent_1779441,Home & Furniture,18.02
Agent_687786,Electronics,32.29
Agent_1392109,Electronics,14.67
Agent_1519900,Fashion,64.60
Agent_1513446,Auto & Accessories,17.65
Agent_1340233,Home & Furniture,86.53
Agent_1921505,Auto & Accessories,38.36
Agent_649442,Electronics,61.48
Agent_883891,Fashion,48.60
Agent_785754,Fashion,69.09
Agent_1642989,Electronics,9.89
Agent_32957,Electronics,18.33
Agent_977698,Auto & Accessories,18.33
Agent_1091882,Auto & Accessories,87.81
Agent_1512425,Home & Furniture,14.12
Agent_1733111,Auto & Accessories,43.80
Agent_740633,Auto & Accessories,97.53
Agent_2219299,Fashion,63.59
Agent_508715,Electronics,20.87
Agent_2143697,Fashion,71.02
Agent_2272536,Home & Furniture,13.95
Agent_2170740,Electronics,77.53
Agent_2102675,Auto & Accessories,7.70
Agent_981526,Home & Furniture,27.66
Agent_1978773,Home & Furniture,62.04
Agent_1794493,Auto & Accessories,17.17
Agent_783058,Electronics,38.63
Agent_1104268,Electronics,89.67
Agent_2031877,Auto & Accessories,72.23
Agent_1565728,Fashion,41.12
Agent_1369535,Fashion,25.23
Agent_2388360,Home & Furniture,68.29
Agent_1238626,Electronics,24.13
Agent_2185238,Home & Furniture,18.58
Agent_1478281,Home & Furniture,11.40
Agent_1801741,Electronics,38.98
Agent_1007329,Auto & Accessories,9.15
Agent_431460,Fashion,18.66
Agent_1739606,Home & Furniture,26.48
Agent_564923,Home & Furniture,14.48
Agent_2107914,Home & Furniture,33.66
Agent_1382428,Fashion,70.60
Agent_935814,Home & Furniture,40.65
Agent_2324712,Fashion,32.37
Agent_1164049,Fashion,95.02
Agent_1151009,Auto & Accessories,40.83
Agent_823397,Auto & Accessories,12.45
Agent_763575,Electronics,96.45
Agent_828784,Home & Furniture,25.45
Agent_863051,Electronics,98.91
Agent_1112703,Auto & Accessories,87.38
Agent_2362294,Electronics,1.60
Agent_2155444,Home & Furniture,39.22
Agent_144895,Auto & Accessories,54.38
Agent_665996,Electronics,53.37
Agent_1878954,Fashion,87.45
Agent_830942,Home & Furniture,75.59
Agent_2348295,Auto & Accessories,95.31
Agent_1511530,Auto & Accessories,24.59
Agent_1478651,Electronics,29.52
Agent_1879641,Fashion,29.91
Agent_142270,Home & Furniture,35.56
Agent_13700,Auto & Accessories,66.47
Agent_2126889,Fashion,34.17
Agent_1048101,Fashion,25.72
Agent_450677,Home & Furniture,47.97
Agent_1538217,Electronics,67.81
Agent_609956,Electronics,79.19
Agent_192359,Fashion,79.03
Agent_480155,Electronics,73.52
Agent_219964,Home & Furniture,96.14
Agent_160147,Fashion,54.78
Agent_1249698,Fashion,1.93
Agent_351067,Electronics,53.36
Agent_2141103,Home & Furniture,85.61
Agent_1648095,Auto & Accessories,50.18
Agent_641673,Electronics,43.03
Agent_933857,Electronics,74.51
Agent_1788771,Auto & Accessories,71.14
Agent_1419996,Electronics,61.10
Agent_637679,Electronics,89.37
Agent_1878206,Electronics,35.46
Agent_1186967,Home & Furniture,60.68
Agent_1291448,Auto & Accessories,22.57
Agent_1155323,Auto & Accessories,62.84
Agent_236254,Auto & Accessories,2.75
Agent_1167331,Home & Furniture,2.42
Agent_1939280,Fashion,52.31
Agent_1884158,Auto & Accessories,76.58
Agent_1354747,Auto & Accessories,85.12
Agent_118822,Auto & Accessories,41.51
Agent_1081712,Fashion,77.61
Agent_1766568,Electronics,46.59
Agent_418486,Home & Furniture,26.96
Agent_1562571,Home & Furniture,2.99
Agent_1960969,Home & Furniture,21.24
Agent_571086,Fashion,94.64
Agent_884755,Auto & Accessories,39.96
Agent_2038549,Home & Furniture,48.23
Agent_416982,Fashion,83.93
Agent_1342831,Home & Furniture,76.43
Agent_632676,Electronics,26.13
Agent_2033292,Fashion,88.25
Agent_1178895,Electronics,92.69
Agent_1484603,Home & Furniture,45.43
Agent_2287811,Auto & Accessories,2.78
Agent_802515,Home & Furniture,59.91
Agent_1475637,Electronics,13.17
Agent_881,Fashion,11.13
Agent_504276,Home & Furniture,61.89
Agent_193617,Electronics,33.05
Agent_1912116,Electronics,24.80
Agent_157010,Electronics,75.53
Agent_2311463,Electronics,22.43
Agent_1401739,Electronics,21.32
Agent_964201,Home & Furniture,15.56
Agent_1574531,Electronics,65.69
Agent_1316844,Auto & Accessories,89.06
Agent_2363561,Electronics,79.55
Agent_500294,Home & Furniture,65.23
Agent_2403415,Electronics,13.92
Agent_1381274,Electronics,61.68
Agent_1511209,Electronics,44.94
Agent_1092431,Fashion,90.58
Agent_1065939,Home & Furniture,92.28
Agent_1869599,Fashion,75.12
Agent_2087676,Electronics,22.45
Agent_1543777,Home & Furniture,41.76
Agent_1376508,Home & Furniture,46.23
Agent_1420105,Home & Furniture,70.23
Agent_1585141,Home & Furniture,24.09
Agent_1418881,Electronics,12.81
Agent_1961845,Electronics,14.11
Agent_2259772,Home & Furniture,99.28
Agent_577411,Electronics,47.80
Agent_370344,Home & Furniture,48.67
Agent_2124275,Electronics,59.78
Agent_84260,Auto & Accessories,99.26
Agent_239823,Home & Furniture,32.98
Agent_764244,Fashion,58.67
Agent_1555290,Home & Furniture,45.53
Agent_1386175,Home & Furniture,10.60
Agent_853417,Home & Furniture,13.93
Agent_167126,Auto & Accessories,78.70
Agent_1497779,Home & Furniture,24.26
Agent_171760,Auto & Accessories,35.16
Agent_1053018,Home & Furniture,67.89
Agent_1768814,Auto & Accessories,98.85
Agent_16731,Fashion,55.61
Agent_2309866,Electronics,97.03
Agent_1571160,Home & Furniture,97.68
Agent_1107532,Electronics,47.00
Agent_2145794,Auto & Accessories,2.74
Agent_684222,Electronics,45.81
Agent_458428,Auto & Accessories,70.61
Agent_1588604,Home & Furniture,2.67
Agent_822125,Home & Furniture,79.00
Agent_616962,Home & Furniture,34.51
Agent_929971,Fashion,36.64
Agent_1566182,Auto & Accessories,32.11
Agent_961104,Electronics,3.78
Agent_1217779,Fashion,9.33
Agent_1501993,Fashion,6.39
Agent_93605,Fashion,58.26
Agent_526832,Fashion,45.39
Agent_409806,Auto & Accessories,52.21
Agent_2350100,Auto & Accessories,74.03
Agent_1219747,Fashion,43.16
Agent_2076172,Fashion,54.50
Agent_1743442,Home & Furniture,83.05
Agent_2065326,Fashion,79.45
Agent_2073684,Electronics,12.81
Agent_738731,Electronics,22.57
Agent_724515,Electronics,71.51
Agent_1748039,Fashion,85.64
Agent_865944,Fashion,98.73
Agent_1643870,Fashion,85.95
Agent_2194393,Fashion,53.99
Agent_1681710,Fashion,6.65
Agent_1794170,Auto & Accessories,54.03
Agent_871086,Electronics,89.37
Agent_43103,Auto & Accessories,21.98
Agent_2393513,Home & Furniture,76.34
Agent_1943934,Home & Furniture,81.89
Agent_311758,Electronics,89.95
Agent_1627233,Home & Furniture,35.21
Agent_318174,Fashion,89.93
Agent_287132,Electronics,90.05
Agent_2379864,Electronics,38.10
Agent_60669,Home & Furniture,10.57
Agent_2382075,Electronics,31.25
Agent_867595,Auto & Accessories,98.15
Agent_1053390,Home & Furniture,68.34
Agent_1944514,Auto & Accessories,1.11
Agent_2241846,Fashion,3.85
Agent_1497636,Fashion,84.84
Agent_921594,Fashion,78.52
Agent_2306966,Home & Furniture,50.14
Agent_1386746,Home & Furniture,87.61
Agent_407492,Fashion,86.02
Agent_645017,Electronics,41.54
Agent_2237763,Electronics,52.41
Agent_2027366,Auto & Accessories,33.96
Agent_544850,Fashion,86.81
Agent_289201,Fashion,68.40
Agent_2037190,Auto & Accessories,46.49
Agent_1312113,Home & Furniture,76.78
Agent_1726034,Auto & Accessories,28.44
Agent_425220,Fashion,1.63
Agent_1366958,Fashion,27.71
Agent_1807140,Electronics,80.75
Agent_1621329,Home & Furniture,99.78
Agent_1384100,Home & Furniture,18.62
Agent_863016,Home & Furniture,72.31
Agent_2008888,Electronics,9.60
Agent_1662494,Fashion,2.80
Agent_2273924,Electronics,67.68
Agent_1139852,Fashion,40.74
Agent_2000414,Home & Furniture,73.32
Agent_36905,Home & Furniture,20.38
Agent_811957,Fashion,56.65
Agent_1490042,Electronics,68.43
Agent_1718526,Auto & Accessories,60.97
Agent_673540,Home & Furniture,48.21
Agent_1995052,Electronics,28.73
Agent_1533168,Auto & Accessories,62.30
Agent_1503506,Fashion,73.37
Agent_1636726,Fashion,74.21
Agent_1350980,Fashion,57.86
Agent_1640340,Auto & Accessories,97.40
Agent_1181653,Home & Furniture,8.21
Agent_454598,Electronics,82.73
Agent_2353544,Electronics,24.63
Agent_2391660,Electronics,35.52
Agent_2149408,Home & Furniture,98.60
Agent_282058,Auto & Accessories,28.12
Agent_1896824,Auto & Accessories,52.90
Agent_1815245,Home & Furniture,61.46
Agent_1436848,Home & Furniture,3.00
Agent_356696,Auto & Accessories,63.96
Agent_831943,Electronics,2.13
Agent_355376,Fashion,14.55
Agent_1027091,Electronics,11.49
Agent_527727,Fashion,33.41
Agent_2172024,Auto & Accessories,1.79
Agent_142934,Electronics,79.40
Agent_2165877,Home & Furniture,61.47
Agent_533139,Auto & Accessories,71.41
Agent_1186016,Electronics,61.73
Agent_1041481,Electronics,73.53
Agent_858080,Fashion,35.78
Agent_123115,Home & Furniture,8.57
Agent_961126,Home & Furniture,63.93
Agent_2119085,Auto & Accessories,9.57
Agent_151910,Home & Furniture,14.64
Agent_2384823,Home & Furniture,4.00
Agent_2270736,Auto & Accessories,9.49
Agent_19237,Auto & Accessories,73.79
Agent_2295856,Auto & Accessories,61.14
Agent_175305,Home & Furniture,12.02
Agent_939498,Auto & Accessories,83.16
Agent_484339,Fashion,82.08
Agent_1761073,Auto & Accessories,12.67
Agent_2151181,Fashion,57.96
Agent_478964,Auto & Accessories,74.08
Agent_270404,Auto & Accessories,37.20
Agent_103495,Electronics,37.91
Agent_1161796,Electronics,6.23
Agent_73546,Fashion,94.34
Agent_2255455,Fashion,9.11
Agent_999125,Home & Furniture,44.37
Agent_1680514,Auto & Accessories,76.27
Agent_66353,Electronics,57.86
Agent_2266439,Auto & Accessories,41.47
Agent_744951,Home & Furniture,38.07
Agent_1348592,Auto & Accessories,23.64
Agent_1205291,Fashion,78.59
Agent_1019237,Electronics,16.47
Agent_1809458,Fashion,44.68
Agent_1906508,Home & Furniture,15.37
Agent_2283398,Fashion,29.33
Agent_538581,Home & Furniture,70.93
Agent_1872828,Electronics,88.32
Agent_926661,Auto & Accessories,73.20
Agent_708784,Home & Furniture,99.51
Agent_1245290,Fashion,83.86
Agent_1437106,Fashion,16.66
Agent_2242386,Auto & Accessories,84.97
Agent_1424324,Home & Furniture,87.65
Agent_328414,Fashion,58.91
Agent_2026279,Fashion,11.09
Agent_1983394,Fashion,72.52
Agent_240174,Fashion,36.39
Agent_312194,Electronics,28.84
Agent_417040,Auto & Accessories,33.49
Agent_2059962,Electronics,34.03
Agent_1272666,Auto & Accessories,37.27
Agent_2194133,Electronics,31.32
Agent_575168,Auto & Accessories,76.53
Agent_1104400,Auto & Accessories,70.95
Agent_874250,Electronics,84.69
Agent_1538785,Auto & Accessories,55.81
Agent_290131,Fashion,72.02
Agent_342340,Auto & Accessories,19.91
Agent_838911,Fashion,46.94
Agent_1157024,Home & Furniture,83.95
Agent_1610972,Fashion,28.63
Agent_2222725,Fashion,18.63
Agent_374799,Home & Furniture,24.54
Agent_531795,Fashion,6.42
Agent_2216470,Home & Furniture,77.95
Agent_2397645,Electronics,75.28
Agent_980479,Electronics,4.17
Agent_1449539,Electronics,8.74
Agent_1579065,Home & Furniture,44.92
Agent_948262,Electronics,32.46
Agent_991875,Fashion,90.59
Agent_1229341,Auto & Accessories,17.59
Agent_1223960,Home & Furniture,27.33
Agent_796355,Auto & Accessories,10.38
Agent_1471032,Fashion,22.24
Agent_1426765,Electronics,11.32
Agent_336207,Auto & Accessories,85.20
Agent_1618264,Home & Furniture,74.01
Agent_1162979,Fashion,45.48
Agent_822420,Home & Furniture,43.38
Agent_1898273,Home & Furniture,65.55
Agent_356735,Home & Furniture,98.47
Agent_1088574,Home & Furniture,92.14
Agent_1694855,Electronics,61.50
Agent_378716,Home & Furniture,32.39
Agent_2002226,Auto & Accessories,12.66
Agent_679237,Home & Furniture,32.41
Agent_479799,Home & Furniture,42.78
Agent_1623883,Auto & Accessories,73.60
Agent_2036909,Home & Furniture,25.01
Agent_1536855,Home & Furniture,32.58
Agent_1604328,Home & Furniture,15.53
Agent_1552188,Electronics,10.32
